id,name,filename,duration,kind
171,Провокация,icon_skill_buff28.dds,4000,2
173,Чарующая песня,icon_buff_debuff.dds,3000,2
176,Жизнелюбие I,unknown_item.dds,12000,2
177,Отражение заклинаний I,unknown_item.dds,6000,2
178,Прыжок зверя I,unknown_item.dds,1000,2
179,Прыжок зверя II,unknown_item.dds,3000,2
181,Полет ястреба,icon_skill_buff53.dds,6000,1
182,Неистовство,icon_skill_buff09.dds,35000,1
183,Бессилие,icon_skill_buff10.dds,4000,2
186,Максимальная эффективность I,unknown_item.dds,0,1
187,Сбор,unknown_item.dds,5000,1
189,Заклятие крови III,icon_unknown_item.dds,12000,2
190,Бич тьмы II,icon_unknown_item.dds,30000,2
191,Бич тьмы III,icon_unknown_item.dds,30000,2
193,Цепкие крючья,icon_buff_debuff.dds,120000,2
196,Яд,icon_skill_buff125.dds,4000,2
197,Яд,icon_skill_buff14.dds,7000,2
198,Отравленная стрела III,unknown_item.dds,15000,2
199,Ливень стрел I,unknown_item.dds,6000,2
200,Имитация смерти,icon_unknown_item.dds,0,1
201,Украденная пища I,unknown_item.dds,10000,1
202,Болезненные путы I,unknown_item.dds,7000,2
203,Замедление,icon_buff_debuff.dds,60000,2
204,Контузия I,icon_unknown_item.dds,9000,2
205,Паралич запястья I,icon_unknown_item.dds,12000,2
206,Обезоруживание,icon_skill_buff37.dds,3000,2
207,Неуловимая тень I,unknown_item.dds,60000,1
208,Ураганный выстрел I,unknown_item.dds,1000,2
210,Спринт I,icon_unknown_item.dds,0,1
211,Украденная пища II,unknown_item.dds,10000,1
213,Печать света I,unknown_item.dds,1800000,1
214,Печать света II,unknown_item.dds,1800000,1
215,Печать света III,unknown_item.dds,1800000,1
216,Угасание жизни I,unknown_item.dds,15000,2
217,Угасание жизни II,unknown_item.dds,15000,2
218,Прорицание I,unknown_item.dds,6000,2
219,Прорицание II,unknown_item.dds,9000,2
220,Дар жизни,icon_skill_buff87.dds,10000,1
221,Доспехи света I,unknown_item.dds,60000,1
222,Молитва I,unknown_item.dds,60000,1
224,Поцелуй со святым,icon_skill_vocation03.dds,9000,1
225,Аура исцеления I,unknown_item.dds,0,1
226,Аура исцеления II,unknown_item.dds,0,1
227,Мощь храбреца I,unknown_item.dds,90000,1
228,Мощь храбреца II,unknown_item.dds,0,1
229,Баллада о защитнике I,unknown_item.dds,0,1
230,Баллада о защитнике II,unknown_item.dds,0,1
232,Малое зелье жизни (ур. 1),icon_buff_buff.dds,12000,1
233,Зелье восстановления духа (ур. 1),icon_buff_buff.dds,15000,1
235,Гриб с красной шляпкой,icon_buff_debuff.dds,3000,2
236,Зелье для питомца (ур. 1),unknown_item.dds,12000,1
237,Тушеная оленина I,icon_buff_buff.dds,900000,1
238,Жареная оленина I,icon_buff_buff.dds,900000,1
239,Милость Нуи,icon_skill_love06.dds,1800000,1
240,Замедление,icon_skill_buff04.dds,3000,2
242,Кровотечение I,icon_skill_buff67.dds,14000,2
243,Оглушение,icon_skill_buff10.dds,1300,2
244,Смерти вопреки,icon_buff_debuff.dds,5000,2
245,Немота,icon_skill_buff16.dds,3500,2
246,Огонь,icon_skill_buff61.dds,4000,2
247,Обморожение,icon_skill_buff64.dds,3000,2
248,Заморозка,icon_skill_buff64.dds,4000,2
249,Ледяная стрела,icon_skill_buff63.dds,4000,2
250,Электрошок,icon_skill_buff59.dds,8000,2
253,Невесомость,icon_skill_magic08.dds,12000,2
254,Проклятие статуи,icon_buff_debuff.dds,0,2
255,Камуфляж,icon_skill_buff56.dds,0,1
256,Инстинкт выживания,icon_skill_buff56.dds,30000,1
257,Немота,icon_skill_buff16.dds,3000,2
258,Крылья защиты,icon_skill_will13.dds,0,1
259,Скрытность I,icon_skill_buff69.dds,40000,1
260,Ода мудрости II,icon_skill_buff77.dds,1800000,1
261,Ода мудрости III,icon_skill_buff77.dds,1800000,1
262,Совершенный разум VI,icon_buff_buff.dds,1800000,1
265,Сниженное сопротивление,icon_buff_debuff.dds,60000,2
266,Немота,icon_skill_buff16.dds,4000,2
267,Электрошок,icon_buff_debuff.dds,3000,2
268,Тестовое умение,icon_unknown_item.dds,60000,2
269,Тестовое умение,icon_unknown_item.dds,60000,2
270,Землетрясение,icon_buff_debuff.dds,2000,2
272,Зелье легкого шага,icon_buff_buff.dds,1800000,1
273,Зелье быстрых ударов,icon_buff_buff.dds,1800000,1
274,Зелье быстрого чтения,icon_buff_buff.dds,60000,1
275,Зелье стального щита,icon_buff_buff.dds,10000,1
276,Зелье магического щита,icon_buff_buff.dds,10000,1
277,Укрепляющая пища I,icon_buff_buff.dds,1200000,1
278,Укрепляющая пища II,icon_buff_buff.dds,1200000,1
279,Укрепляющая пища III,icon_buff_buff.dds,1200000,1
280,Укрепляющая пища IV,icon_buff_buff.dds,1200000,1
281,Укрепляющая пища V,icon_buff_buff.dds,1200000,1
282,Укрепляющая пища VI,icon_buff_buff.dds,1200000,1
283,Усиливающая пища I,icon_buff_buff.dds,1200000,1
284,Усиливающая пища II,icon_buff_buff.dds,1200000,1
285,Усиливающая пища III,icon_buff_buff.dds,1200000,1
286,Усиливающая пища IV,icon_buff_buff.dds,1200000,1
287,Усиливающая пища V,icon_buff_buff.dds,1200000,1
288,Усиливающая пища VI,icon_buff_buff.dds,1200000,1
289,Пища защитника I,icon_buff_buff.dds,1200000,1
290,Пища защитника II,icon_buff_buff.dds,1200000,1
291,Пища защитника III,icon_buff_buff.dds,1200000,1
292,Пища защитника IV,icon_buff_buff.dds,1200000,1
293,Пища защитника V,icon_buff_buff.dds,1200000,1
294,Пища защитника VI,icon_buff_buff.dds,1200000,1
295,Пища воина I,icon_buff_buff.dds,1200000,1
296,Пища воина II,icon_buff_buff.dds,1200000,1
297,Пища воина III,icon_buff_buff.dds,1200000,1
298,Пища воина IV,icon_buff_buff.dds,1200000,1
299,Пища воина V,icon_buff_buff.dds,1200000,1
300,Пища воина VI,icon_buff_buff.dds,1200000,1
301,Пища стрелка I,icon_buff_buff.dds,1200000,1
302,Пища стрелка II,icon_buff_buff.dds,1200000,1
303,Пища стрелка III,icon_buff_buff.dds,1200000,1
304,Пища стрелка IV,icon_buff_buff.dds,1200000,1
305,Пища стрелка V,icon_buff_buff.dds,1200000,1
306,Пища стрелка VI,icon_buff_buff.dds,1200000,1
307,Пища заклинателя I,icon_buff_buff.dds,1200000,1
308,Пища заклинателя II,icon_buff_buff.dds,1200000,1
309,Пища заклинателя III,icon_buff_buff.dds,1200000,1
310,Пища заклинателя IV,icon_buff_buff.dds,1200000,1
311,Пища заклинателя V,icon_buff_buff.dds,1200000,1
312,Пища заклинателя VI,icon_buff_buff.dds,1200000,1
313,Оздоровляющая пища I,icon_buff_buff.dds,1200000,1
314,Оздоровляющая пища II,icon_buff_buff.dds,1200000,1
315,Оздоровляющая пища III,icon_buff_buff.dds,1200000,1
316,Оздоровляющая пища IV,icon_buff_buff.dds,1200000,1
317,Оздоровляющая пища V,icon_buff_buff.dds,1200000,1
318,Оздоровляющая пища VI,icon_buff_buff.dds,1200000,1
319,Восстанавливающая пища I,icon_buff_buff.dds,1200000,1
320,Восстанавливающая пища II,icon_buff_buff.dds,1200000,1
321,Восстанавливающая пища III,icon_buff_buff.dds,1200000,1
322,Восстанавливающая пища IV,icon_buff_buff.dds,1200000,1
323,Восстанавливающая пища V,icon_buff_buff.dds,1200000,1
324,Восстанавливающая пища VI,icon_buff_buff.dds,1200000,1
325,Желудочный сок,icon_buff_debuff.dds,5000,2
326,Парализующий крик,icon_buff_debuff.dds,4000,2
328,Глухая оборона I,icon_skill_buff29.dds,20000,1
329,Глухая оборона II,icon_skill_buff29.dds,20000,1
330,Глухая оборона III,icon_skill_buff29.dds,20000,1
331,Второе дыхание II,icon_skill_buff32.dds,1800000,1
332,Второе дыхание III,icon_skill_buff32.dds,1800000,1
333,Второе дыхание IV,icon_skill_buff32.dds,1800000,1
334,Второе дыхание V,icon_skill_buff32.dds,1800000,1
335,Внезапная атака,icon_buff_debuff.dds,2000,2
336,Паутина,icon_skill_buff16.dds,4000,2
339,Проворство,icon_skill_buff70.dds,60000,1
340,Проворство,icon_skill_buff70.dds,30000,1
343,Черная дыра,icon_buff_debuff.dds,10000,2
344,Мощь оружия,icon_talent_body_11.dds,0,1
345,Вера в себя,icon_talent_body_21.dds,0,1
346,Острый клинок,icon_talent_body_22.dds,0,1
347,Понимание магии,icon_talent_spirit_11.dds,0,1
348,Озарение,icon_talent_spirit_21.dds,0,1
349,Мощная магия,icon_talent_spirit_22.dds,0,1
350,Усиленная броня,icon_talent_order_11.dds,0,1
351,Стальное здоровье,icon_talent_order_21.dds,0,1
352,Быстрая регенерация,icon_talent_order_22.dds,0,1
353,Быстрее лани,icon_talent_chaos_11.dds,0,1
354,Танец пчел,icon_talent_chaos_21.dds,0,1
355,Паучье проворство,icon_talent_chaos_22.dds,0,1
356,Искусство внушения,icon_talent_spirit_31.dds,0,1
357,Страх и ужас,icon_talent_spirit_32.dds,0,1
358,Возмездие,icon_talent_spirit_33.dds,0,1
359,Власть над холодом,icon_talent_spirit_41.dds,0,1
360,Власть над огнем,icon_talent_spirit_42.dds,0,1
361,Гнев земли,icon_talent_spirit_43.dds,0,1
362,Власть над молниями,icon_talent_spirit_44.dds,0,1
363,Кровавая бойня,icon_talent_body_31.dds,0,1
364,Коварство,icon_talent_body_32.dds,0,1
365,Ударная сила,icon_talent_body_33.dds,0,1
366,Власть над вихрями,icon_talent_body_41.dds,0,1
367,Оглушительное наступление,icon_talent_body_42.dds,0,1
368,Оглушительное наступление,icon_talent_body_43.dds,0,1
369,Мастерство стрелка,icon_talent_body_44.dds,0,1
370,Искусство сопротивления,icon_talent_order_31.dds,0,1
371,Мастерство благословения,icon_talent_order_32.dds,0,1
372,Мастерство исцеления,icon_talent_order_33.dds,0,1
373,Мастерство защитника,icon_talent_order_41.dds,0,1
374,Воля и мудрость,icon_talent_order_42.dds,0,1
375,Власть над чарами,icon_talent_order_43.dds,0,1
376,Милосердие,icon_talent_order_44.dds,0,1
377,Мастерство левитации,icon_talent_chaos_31.dds,0,1
378,Мастерство следопыта,icon_talent_chaos_32.dds,0,1
379,Мастерство провокатора,icon_talent_chaos_33.dds,0,1
380,Мастерство телепортации,icon_talent_chaos_41.dds,0,1
381,Власть над тенью,icon_talent_chaos_42.dds,0,1
382,Повелитель зверей,icon_talent_chaos_43.dds,0,1
383,Вдохновение астры,icon_talent_chaos_44.dds,0,1
384,Неуязвимость,icon_buff_buff.dds,30000,1
385,Скорость прайда,icon_skill_snowlion05.dds,9000,2
386,Зеркальный щит,icon_skill_buff48.dds,8000,1
387,Болезнь,icon_buff_debuff.dds,30000,2
388,Ослепление,icon_skill_buff85.dds,6000,2
389,Защита всадника,icon_skill_horseback06.dds,5000,1
390,Сломанное запястье,icon_buff_debuff.dds,4000,2
391,Ядовитый туман,icon_buff_buff.dds,9000,1
392,Паралич,icon_buff_debuff.dds,1500,2
394,Яд,icon_skill_buff14.dds,6000,2
395,Проклятие крови,icon_buff_debuff.dds,9000,2
396,Область отражения,icon_item_brackenseed.dds,1000,2
397,Заразная болезнь,icon_buff_debuff.dds,30000,2
398,Кража жизни,icon_skill_death05.dds,6000,2
399,Кража жизни,icon_buff_buff.dds,7000,1
400,Бессонница,icon_skill_buff102.dds,45000,1
402,Адреналин I,icon_skill_buff02.dds,20000,1
403,Адреналин II,icon_skill_buff02.dds,20000,1
404,Адреналин I,icon_skill_buff02.dds,20000,1
405,Неконтролируемое веселье,icon_skill_buff74.dds,0,1
407,Смятение,icon_buff_debuff.dds,2000,2
408,Правильная посадка,icon_skill_buff01.dds,2000,2
409,Устойчивость,icon_buff_debuff.dds,2000,2
411,Связь с духами воды,icon_skill_buff16.dds,7000,2
412,Сбор вихрей,icon_skill_buff16.dds,7000,2
413,Вихрь,icon_skill_buff43.dds,6000,1
414,Сон,icon_skill_romance09.dds,20000,2
415,Гнев стихий,icon_skill_buff09.dds,15000,2
416,Оглушение,icon_skill_buff10.dds,2000,2
417,Неуязвимость к немоте,icon_buff_buff.dds,0,1
419,Переход в мир духов,icon_skill_buff77.dds,5000,2
420,Желудочные колики,icon_skill_buff80.dds,3000,2
421,Иммунитет,icon_buff_buff.dds,60000,1
422,Танец с кинжалами,icon_skill_buff74.dds,5000,1
424,Проницательность,icon_buff_buff.dds,7000,1
425,Прерывание заклинаний,icon_skill_buff85.dds,1000,1
426,Магический щит I,icon_skill_buff58.dds,0,1
427,Магический щит I,icon_skill_buff58.dds,0,1
428,Магический щит I,icon_skill_buff58.dds,0,1
429,Магический щит I,icon_skill_buff58.dds,0,1
430,Прорыв,icon_skill_horseback03.dds,5000,1
431,Ледяная поступь,icon_skill_buff65.dds,15000,1
432,Смерч,icon_skill_vocation13.dds,18000,1
433,Огненная бездна,icon_skill_buff91.dds,500,2
434,Щит веры,collect_seed.dds,1000,2
435,Огненная стрела,icon_skill_buff61.dds,9000,2
436,Ожог,icon_buff_debuff.dds,12000,2
437,Лечение зверя,icon_skill_buff39.dds,5000,1
438,Паразиты,icon_buff_debuff.dds,10000,2
439,Копья правосудия,icon_skill_buff124.dds,2000,2
441,Рассеивание,icon_buff_debuff.dds,3000,2
442,Направленный взрыв II,icon_buff_debuff.dds,3000,2
443,Оглушение,icon_skill_buff10.dds,2000,2
445,Заживление ран I,icon_skill_buff26.dds,1800000,1
446,Заживление ран II,icon_skill_buff26.dds,1800000,1
447,Заживление ран III,icon_skill_buff26.dds,1800000,1
448,Заживление ран IV,icon_skill_buff26.dds,1800000,1
449,Оглушение,icon_skill_buff10.dds,1500,2
451,Дух сокола I,icon_skill_buff54.dds,1800000,1
452,Дух сокола II,icon_skill_buff54.dds,1800000,1
453,Дух сокола III,icon_skill_buff54.dds,1800000,1
454,Дух сокола IV,icon_skill_buff54.dds,1800000,1
455,Медитация,icon_skill_will05.dds,9000,1
457,Медитация I,icon_buff_buff.dds,1800000,1
458,Медитация II,icon_buff_buff.dds,1800000,1
459,Медитация III,icon_buff_buff.dds,1800000,1
460,Медитация IV,icon_buff_buff.dds,1800000,1
462,Гимн мудрости I,icon_skill_romance01.dds,1800000,1
463,Гимн мудрости II,icon_skill_romance01.dds,1800000,1
464,Гимн мудрости III,icon_skill_romance01.dds,1800000,1
465,Гимн мудрости IV,icon_skill_romance01.dds,1800000,1
466,Гимн мудрости V,icon_skill_romance01.dds,1800000,1
467,Проклятие,icon_skill_buff91.dds,20000,2
468,Неукротимость,icon_skill_buff41.dds,20000,1
470,Атака ворона,icon_skill_buff46.dds,5000,2
472,Временный союз,icon_skill_buff90.dds,15000,2
473,Парение,icon_buff_buff.dds,9000,1
474,Ясный разум,icon_skill_death11.dds,4500,1
475,Огнеупорность,icon_buff_buff.dds,60000,1
476,Заземление,icon_skill_buff108.dds,25000,1
477,Проклятие духа,icon_skill_death13.dds,0,2
478,Круг исцеления,icon_skill_love10.dds,15000,1
479,Отличные рефлексы,icon_skill_wild11.dds,0,1
480,Орлиный глаз,icon_skill_wild07.dds,0,1
481,Закаленная сталь,icon_skill_fight03.dds,0,1
482,Сжатие времени,icon_skill_illusion02.dds,0,1
483,Поиск бреши,icon_skill_vocation12.dds,0,1
484,Верный щит,icon_skill_adamant08.dds,0,1
485,Слабость,icon_buff_debuff.dds,6000,2
486,Инстинкт хищника,icon_skill_wild03.dds,0,1
487,Восприимчивый разум,icon_skill_love08.dds,0,1
488,Предчувствие,icon_skill_vocation08.dds,0,1
490,Реванш,icon_skill_adamant04.dds,0,1
492,Реванш,icon_skill_adamant04.dds,500,3
494,Ликование,icon_skill_romance03.dds,0,1
495,Ликование,icon_skill_romance03.dds,6000,1
496,Торжество воли,icon_buff_buff.dds,3000,1
497,Ошибка «Проекта-21»,icon_buff_debuff.dds,4000,2
498,Торжество воли,icon_skill_will02.dds,0,1
499,Пробуждение,icon_skill_buff12.dds,60000,1
500,Головокружение,icon_skill_buff04.dds,8000,2
501,Оглушение,icon_skill_buff10.dds,1500,2
502,Дерзкая провокация,icon_skill_buff120.dds,2000,2
503,Реванш,icon_skill_buff10.dds,2000,2
504,Резкий удар,icon_skill_buff67.dds,2000,2
505,На земле,icon_skill_buff01.dds,2300,2
506,Верный щит,icon_skill_adamant08.dds,60000,1
507,Железная воля,icon_skill_buff38.dds,7000,1
508,Сила гоблина,icon_skill_buff09.dds,0,2
509,Оглушение,icon_skill_buff10.dds,2000,2
511,Огонь правосудия,icon_buff_buff.dds,5000,1
512,Поиск бреши,icon_skill_vocation12.dds,8000,1
513,Предчувствие,icon_skill_vocation08.dds,7000,1
514,Кровотечение II,icon_skill_buff67.dds,12000,2
515,Кровотечение III,icon_skill_buff67.dds,10000,2
516,Кровотечение IV,icon_skill_buff67.dds,8000,2
517,Кровотечение V,icon_skill_buff67.dds,6000,2
518,На земле,icon_skill_buff01.dds,2000,2
519,Что со мной?,icon_skill_buff90.dds,15000,2
520,Дикий вепрь,icon_buff_debuff.dds,15000,1
521,На щите,unknown_item.dds,15000,1
522,Очищение,icon_skill_buff116.dds,10000,2
523,Сон,icon_skill_buff19.dds,15000,2
524,Слеза богини,icon_skill_buff116.dds,10000,2
525,Алхимическая субстанция,icon_buff_debuff.dds,5000,2
526,Алхимическая субстанция,icon_skill_buff14.dds,1000,2
527,Кислота,icon_skill_buff14.dds,500,2
529,Статуэтка богини,icon_buff_buff.dds,0,2
530,Статуэтка Шатигона,icon_buff_buff.dds,0,2
532,Гнев,icon_skill_buff09.dds,1200000,2
533,Время мести,icon_skill_death08.dds,0,1
534,Время мести,icon_skill_death08.dds,6000,1
535,Присутствие гоблина,icon_buff_buff.dds,3600000,1
536,Путь магии,icon_skill_magic03.dds,0,1
537,Невесомость,icon_skill_buff53.dds,0,2
538,Смерти вопреки,icon_skill_death19.dds,0,1
539,Ясность мысли,icon_skill_death04.dds,0,1
542,Транс I,icon_skill_buff49.dds,90000,1
543,Магическая контратака,icon_skill_magic07.dds,0,1
544,Магическая контратака,icon_skill_magic07.dds,5000,1
545,Защита,icon_skill_adamant04.dds,0,1
547,Сон,icon_buff_debuff.dds,120000,2
548,Помощь древней,icon_buff_debuff.dds,30000,2
549,Горячий пар,icon_skill_buff61.dds,12000,2
550,Возвращение на место,icon_skill_vehicle03.dds,20000,1
551,Телекинез,icon_skill_death10.dds,12000,2
552,Благословение,icon_skill_buff92.dds,180000,1
553,Воскрешение I,icon_skill_buff86.dds,1000,1
554,Воскрешение III,icon_skill_buff86.dds,1000,1
555,Воскрешение IV,icon_skill_buff86.dds,1000,1
556,Воскрешение II,icon_skill_buff86.dds,1000,1
557,Выход из тени,icon_buff_buff.dds,1000,1
558,Быстрое восстановление,icon_skill_love04.dds,0,1
559,Быстрое восстановление,icon_skill_love04.dds,100,1
560,Смертельный танец,icon_skill_vocation04.dds,0,1
562,Гейзер,icon_buff_buff.dds,1000,2
565,Ростовщик Хорусан,unknown_item.dds,0,2
576,Возвышенный напев,icon_skill_buff78.dds,10000,1
577,Призыв слуги ростовщика,icon_skill_buff66.dds,0,1
578,Сбор долгов,icon_skill_buff112.dds,240000,1
579,Оглушение,icon_skill_buff10.dds,8000,1
580,Ярость,icon_skill_buff09.dds,30000,1
582,Разложение,icon_skill_buff75.dds,600000,1
583,Грозовая туча,icon_skill_buff59.dds,10000,1
584,Интендант Саллиум,icon_buff_buff.dds,0,1
585,Огненный цветок,icon_skill_buff61.dds,4000,2
587,Самообладание,icon_skill_buff89.dds,5000,1
588,Странный поединок,interaction/icon_interaction35.dds,5000,3
591,Потеря сознания,icon_skill_buff01.dds,5000,2
592,Спустить фок!,icon_skill_will13.dds,0,1
593,Проклятая колыбельная,icon_skill_buff19.dds,15000,2
596,Безумный флейтист,icon_skill_buff49.dds,10000,1
599,Невидимость I,icon_skill_buff69.dds,45000,1
600,Невидимость II,icon_skill_buff69.dds,45000,1
601,Невидимость III,icon_skill_buff69.dds,45000,1
602,Бессонница,icon_skill_buff94.dds,30000,2
603,Усыпляющий газ,icon_skill_buff19.dds,21000,2
607,Отбрасывание,icon_skill_buff01.dds,2500,2
608,Неуязвимость к ожогам,icon_buff_buff.dds,300000,2
609,Маскировка: Кровавая Рука,icon_skill_buff56.dds,600000,1
610,Наслаждение музыкой,icon_skill_buff78.dds,500,1
611,Разорванная связь,icon_skill_buff46.dds,180000,1
612,Вонь,icon_skill_buff75.dds,180000,2
613,Ловушка стихий,icon_buff_debuff.dds,300,1
615,Бросить якорь!,icon_buff_debuff.dds,0,2
616,Испытание,icon_skill_buff80.dds,1000000,1
617,Шокирующий вкус,icon_skill_buff76.dds,5000,2
618,Легкость перышка,icon_skill_buff46.dds,100000,1
620,Сердитый укротитель волков,icon_skill_buff09.dds,180000,1
621,Подавление боли,icon_skill_will17.dds,0,1
623,Противоядие,unknown_item.dds,1000,2
624,Противоядие,unknown_item.dds,1000,1
626,Проклятие королевы,icon_skill_buff53.dds,30000,2
627,Проклятие королевы,icon_skill_buff10.dds,30000,2
628,Объятия ужаса,icon_buff_debuff.dds,30000,2
629,Власть над призраком,icon_skill_buff116.dds,4000,3
631,Заключенный,icon_skill_buff98.dds,1800000,2
632,Подмена,icon_skill_buff05.dds,600000,2
633,Сбор долгов,icon_skill_buff66.dds,120000,2
634,Струя гейзера,icon_buff_debuff.dds,300,1
635,Спустить грот!,icon_skill_will13.dds,0,1
637,Пробуждение горгульи,icon_skill_buff66.dds,120000,1
638,Спустить грот!,icon_skill_vehicle03.dds,3330,1
639,Одержимость,icon_skill_buff23.dds,120000,1
640,Демонический облик,icon_skill_buff98.dds,120000,1
641,Голод,icon_skill_buff80.dds,60000,1
642,Пробудившийся дух огня,icon_skill_buff66.dds,120000,1
643,Скрывающийся волшебник,icon_skill_buff05.dds,120000,1
644,Спустить фок!,icon_skill_vehicle03.dds,3330,1
645,Якорь брошен,icon_skill_vehicle03.dds,4700,1
646,Осмотр картины,icon_skill_buff115.dds,3000,1
647,Призрак леди Сичайлд,icon_skill_buff86.dds,100000,1
648,Исчезновение призрака,icon_skill_buff115.dds,2000,1
649,Имитация смерти,icon_skill_illusion07.dds,60000,1
650,Поворот механизма,collect_seed.dds,4700,2
651,Сбор магии дня,icon_skill_buff17.dds,7000,2
652,Очищение,icon_skill_buff116.dds,15000,1
653,Прохладный ветер,icon_skill_buff47.dds,4000,1
656,Походный марш I,icon_skill_buff71.dds,15000,3
657,Походный марш II,icon_skill_buff71.dds,15000,3
658,Походный марш III,icon_skill_buff71.dds,15000,3
659,Походный марш IV,icon_skill_buff71.dds,15000,3
660,Походный марш V,icon_skill_buff71.dds,15000,3
661,Песнь исцеления I,icon_skill_buff78.dds,15000,1
662,Песнь исцеления I,icon_skill_buff78.dds,15000,3
663,Песнь исцеления III,icon_skill_buff78.dds,15000,3
664,Песнь исцеления II,icon_skill_buff78.dds,15000,3
665,Рапсодия битвы I,icon_skill_buff83.dds,15000,1
666,Рапсодия битвы II,icon_skill_buff83.dds,15000,1
667,Рапсодия битвы I,icon_skill_buff83.dds,15000,3
